source,pre,ResuPred,post,Subj,MentalS,Obj,MentalO,Property,Transitivity,Varieties
jnhxyy.com.cn,但 癫痫 属于 一 种 慢性病 ， 是 由于 大脑 的 异常 放电 而 导致 的 发作 ， 需要 长期 服用 抗癫痫药 来 控制 症状 ， 经过 合理 耐心 的 治疗 ， 有可能,shi,癫痫 不再 发 作了 ， 脑电图 癫痫 样 放电 可能 逐渐 消失 ， 经过 一 段 时间 才 能 在 医生 的 指导 下 慢慢 减药 、 停药 。,合理 耐心 的 治疗,0,癫痫,0,physical,INTR,CHS
jnhxyy.com.cn,而且 中药 无 任何 毒副作用 ， 对 身体 没有 什么 损害 ， 可 起到 标本兼治 作用,shi,其 得到 彻底 治愈 。,标本兼治 作用,0,其 (癫痫),0,physical,TR,CHS
guanyunqt.com,如果 阀门 开启 速度 过快 ， 丙烷 调压 装置 工作 部分 的 气体 因受 绝热 压缩 而 温度 大大 提高 ， 这样 有 可能,shi,有机 材料 制成 的 零件 如 橡胶 填料 、 橡胶 薄膜 纤维质 衬垫 着火 烧坏 ， 并 可使 丙烷 调压 装置 完全 烧坏 。, 气体 因受 绝热 压缩 而 温度 大大 提高,0,有机 材料 制成 的 零件,0,physical,INTR,CHS
97616.net,古人 佩玉 不仅 在于 把玩 ， 佩玉 还 能,shi,人 的 行为 举止 有 节度 、 显 高雅 。,佩玉 ,0,人 的 行为 举止,0,physical,INTR,CHS
capitalhotel.com.cn,相约 首都 嘉宾 会 ， 享 缤纷 礼遇 ， 获 尊贵 体验 ， 赢 更 多 积分 酒店 预订 专家 24 小时 为 您 提供 快捷 服务 ，,shi,您 的 预订 全程 无忧 首都 大酒店 全体 竭诚 为 您 服务 ， 使 您 的 旅居 轻松 惬意 、 感受 温馨 愉悦 、 记忆 美好 难忘,酒店 预订 专家,0,您 的 预订,0,physical,TR,CHS
capitalhotel.com.cn,相约 首都 嘉宾 会 ， 享 缤纷 礼遇 ， 获 尊贵 体验 ， 赢 更 多 积分 酒店 预订 专家 24 小时 为 您 提供 快捷 服务 ， 使 您 的 预订 全程 无忧 首都 大酒店 全体 竭诚 为 您 服务 ，,shi,您 的 旅居 轻松 惬意 、 感受 温馨 愉悦 、 记忆 美好 难忘,首都 大酒店,0,您 的 旅居,0,physical,TR,CHS
luopan.com.cn,公司 备有 各 种 特制 检测 仪器 ， 用以 测 校东 定 产品 ，,shi,生产 之 产品 达到 完美 的 境界 。,各 种 特制 检测 仪器,0,生产 之 产品,0,physical,TR,CHS
luopan.com.cn,本 公司 拥有 完整 罗盘 制作 团队 ， 大师 精心 创作 之 罗 经盘 ， 由 本 公司 配合 制作 必定,shi,大师 满意 欣喜 ， 尤其 本 公司 对 大师 版权 之 完全 保护 ， 更 让 大师 无 后顾之忧 。,本 公司,1,大师,1,inducive,INTR,CHS
lawtime.cn,消费者 通过 网络 、 电视 、 邮购 等 方式 购买 商品 的 ， 除了 开包 会,shi,商品 质量 发生 变化 ( 如 食品 ) 外 ， 大多数 商品 开包 调试 并不 影响 其 质量 ， 况且 如果 不 开 包 调试 、 检查 ， 消费者 无法 知道 该 商品 是否 存在 质量 问题 。,开包,0,商品 质量,0,physical,INTR,CHS
lawtime.cn,从 本 案 看 ， 京东 公司 作为 销售 涉案 品牌 电视 的 经营者 ， 负有 向 消费者 提供 有关 商品 的 质量 、 性能 、 用途 、 售后 等 信息 的 义务 ， 对 该 商品 不得 作出 虚假 或,shi,人 误解 的 宣传 。,京东 公司,1,人,1,inducive,INTR,CHS
gansudaily.com.cn,此外 还 有 向里 收 得 很 紧 的 后 保险杠 ，,shi,车尾 呈 蓄势待发 的 姿态 。,向里 收 得 很 紧 的 后 保险杠,0,车尾,0,physical,INTR,CHS
techweb.com.cn,的 发展 中 仅仅 是 管道 作用 ， 显然 没有 取得 利润 的 最大化 ， 在 这 方面 ， 中 移动 无疑 就 聪明 多 了 ， 事实上 ， 中 移动 真的 不甘心 只 做 管道 的 ， 它 渴望 得到 更 多 的 话语权 和 掌控力 ， 这 也 是,shi,众多 的 免费 WAP商 头疼 的 地方 ， 毕竟 资源 在 中 移动 手里 ， 从 某 种 程度 上 讲 ， 中 移动 就 是 既 做 裁判员 ， 又 做 运动员 ， 这 种 境况 恐怕 一时 难以 扭转 。,地方,0,众多 的 免费 WAP商,1,affective,INTR,CHS
techweb.com.cn,TD 专家 表示 ： “ 在 这 5 年 中 ， 政府 不 会 等待 ， 我们 将 用 5 年 时间 建设 一 张 TD 全 国 精品 网 ， 把 国内 GSM 、 CDMA 等 2G 用户 全部 转移 到 3G ，,shi,全 国 移动 电话 用户 达到 8亿 ， 普及率 达到 60% 。 ”,我们,1,全 国 移动 电话 用户,0,volitional,INTR,CHS
techweb.com.cn,同时 ， IDC 公司 负责 移动 市场 的 分析师 SeanRyan 称 ， “ 目前 ， 正是 由于 RIM 公司 黑莓 产品 所处 的 有利 地位 ，,shi,其成 众矢之的 。,RIM 公司 黑莓 产品 所处 的 有利 地位,0,其,0,physical,INTR,CHS
techweb.com.cn,这 也,shi,我们 看到 苹果 推出 新版 iPod 的 一些 变化 。,这,0,我们,1,affective,TR,CHS
bshare.cn,如果 您 选择 使用 bShare 同步 分享 服务 ， 则 可能 需要 提供 各 个 欲 同步 的 平台 帐号 及 密码 ， 以便,shi,用此 服务 。,,,,,physical,,
gmgs.com.cn,软管 成 弧状 ，,shi,挖采 装置 可以 为 避开 障碍物 而 偏离 海面 平台 的 航迹 。,软管 成 弧状,0,挖采 装置,0,physical,TR,CHS
gmgs.com.cn,一 种 猜想 是 ， 食 底泥 的 底栖生物 （ 多毛类 环节 动物 或 益虫 ） 清除 结核 上 最新 积聚 的 颗粒物 ， 将 其 抛 在 结核 旁边 ， 甚至 置于 结核 之下 ， 从而,shi,结核 不至 被 埋藏 。,食 底泥 的 底栖生物,1,结核,0,volitional,INTR,CHS
kinsgeo.com,这 会,shi,广告 贴模 切 不 完全 。,这,0,广告 贴,0,physical,INTR,CHS
kinsgeo.com,另 一 个 导致 广告 贴 不 能 完全 模切 的 原因 是 聚氯乙烯 膜 ／ 压敏 胶膜 的 向上 拱起 ，,shi,刀 只 模切 到 部分 图像 。,聚氯乙烯 膜 ／ 压敏 胶膜 的 向上 拱起,0,刀,0,physical,TR,CHS
kinsgeo.com,压敏胶 与 底纸 间 的 离型力 是 断开 “ 桥 ” 的 反作用力 ， 但 它们 也 会 在 模切 和 排废 过程 中,shi,聚氯乙烯 膜 变形 ， 甚至 出现 无法 提起 的 情况 。,它们,0,聚氯乙烯 膜,0,physical,INTR,CHS
kinsgeo.com,要 获得 彻底 的 剥离 ， 当前 的 “ 桥 ” 必须 被 断开 ， 以 保证 切开 部件 能 停留 在 底 纸上 ， 并不 会,shi,面材 变形 。,切开 部件 能 停留 在 底 纸上,0,面材,0,physical,INTR,CHS
kinsgeo.com,模切 故障 ， 还 会 因 减小 了 对抗 排 废 的 作用力 而 导致 断 不开 搭桥 ； 离 型力 过 高 会 导致 模切 不 能 移动 ， 迫使 排 废时 发生 膜 变形 ， 从而 进一步 带来 排废 故障 ， 如 模切 边缘 再次 接触 或 丢失 废边,shi,模切 无效 。,模切 边缘 再次 接触 或 丢失 废边,0,模切,0,physical,INTR,CHS
xinmin.cn,获得 著作权 人 合法 书面 授权 的 ， 必须 在 授权 范围 内 使用 ，,shi,"用时 保留 本 网 注明 的 "" 稿件 来源 "" ， 并 自负 法律 责任 。 ",,,,,physical,,
scnu.edu.cn,从而 准确 把握 学科 研究 的 方向 和 可能 出现 的 重大 进展 ，,shi,科研 成果 在 深度 和 广度 上 得到 开拓 。,,,,,physical,,
scnu.edu.cn,因此 说 ， 利用 SCI 可以,shi,我们 清楚 地 了解 某 项 研究 成果 的 继承 与 发展 全貌 。,利用 SCI,0,我们,1,affective,TR,CHS
wst.cn,并且 专业 系统 的 课程 培训 体系 也,shi,加盟 品牌 中介 的 创业者 更 好 地 提升 门店 的 管理 能力 ， 从而 也 提高 了 门店 抵御 各 类 风险 的 能力 。,专业 系统 的 课程 培训 体系,0,加盟 品牌 中介 的 创业者,1,affective,TR,CHS
china-embassy.org,有 成员 建议 ， 任何 探矿 和 勘探 计划 都 应在 经过 最初 一 段 时间 后 受到 审查 ， 并 确保 管理局 收到 充分 数据 和 资料 ，,shi,之 能够 在 科学 咨询 意见 的 基础 上 ， 特别 对 保护 和 养护 海洋 环境 问题 作出 适当 的 决定 。,探矿 和 勘探 计划,0,之,1,affective,INTR,CHS
gongqiu.com.cn,温家宝 表示 ， 应该 引导 ， 允许 民间 资本 进入 金融 领域 ，,shi,其 规范化 、 公开化 ， 既 鼓励 发展 ， 又 加强 监管 。,,,,,physical,,
chinaau.com,这 种 差异性 容易,shi,人们 认为 ， 具备 某 种 “ 人类学 ” 意义 或 价值 的 “ 区域 ” 以及 自幼 生长 于斯的学 .,这 种 差异性,0,人们,1,affective,TR,CHS
chinaau.com,“ 危机 意识 ” 积累 到 一定 程度 就 会,shi,自己 对 周边 世界 的 认知 态度 发生 改变 ， 重新 形成 新 的 历史 观念 。,“ 危机 意识 ”,0,自己,1,affective,INTR,CHS
jswfoods.com,5 、 可转动 法兰 ， 每 次 转动 一 个 孔 位,shi,干扰 回波 达到 最小 。,,,,,physical,,
pzjys.cn,课 中 围绕 核心 概念 展开 教学 ，,shi,本节 课 中 的 知识 结构 显得 相当 清晰 ， 并 也 易于 学生 理解 。,围绕 核心 概念 展开 教学,0,本节 课 中 的 知识 结构,0,physical,INTR,CHS
pzjys.cn,讲 座中 ， 杨 老师 运用 典型 生动 的 案例 ， 采用 视频 、 图片 等 多 种 形式 ， 进行 了 深入浅出 地 讲解 ，,shi,家长们 充分 明白 了 “ 家风 、 家 德 、 家训 、 家规 ” 以及 “ 孝 ” 等 内容 的 具体 内涵 ， 了解 了 “ 家风 文化 ” 、 “ 孝 文化 ” ， 知道 了 如何 传承 和 形成 优良 家风 ， 了解 了 青春期 孩子 的 生理,杨 老师,1,家长们,1,inducive,TR,CHS
jaas.ac.cn,若 能 成功 ， 不仅,shi,这 种 微生物 农药 更加 高效 和 低毒 ， 还 能 大大 简化 工艺 流程 和 降低 生产 成本 ， 因而 得到 更加 广泛 的 应用 。,,,,,physical,,
jaas.ac.cn,建议 将 农业 生产 发展 迫切 需要 ， 又 可能 在 研究 开发 中 取得 较快 突破 的 生防 微生物 研究 课题 列为 “ 十五 ” 863 计划 的 重点 ， 加大 支持 力度 ，,shi,其 早日 实现 产业化 。,,,,,physical,,
jxwmw.cn,江西 文明 网 11月 23日 南昌讯 （ 记者 邵平 ） 6月 9日 ， 《 人民 日报 》 题 为 《 江西 ： 学习 拒绝 “ 走过场 ” 》 的 文章 关注 江西 大兴 学习 之 风 ， 不断 创新 形式 、 健全 制度 ，,shi,学习 成为 全 省 广大 党员 干部 的 一 种 自觉 行为 ， 江西 省委 宣传部 于 6月 份 正式 启动 “ 全 省 读书 博客 大赛 ” ， 让 全 省 各 个 党支部 在 江西 文明 网 实名 注册 开通 “ 读书 博客 ” 。,不断 创新 形式 、 健全 制度,0,学习,0,physical,INTR,CHS
techweb.com.cn,2002年 该 游戏 发行 后 好评 如 潮 ， IGN 将 其 评为 年度 最 佳 Xbox 360 游戏 ， 并称 它 将,shi,育碧 蒙特利尔 在 游戏 界 占有 一席之地 。,它,0,育碧 蒙特利尔,0,physical,INTR,CHS
techweb.com.cn,现在 计划 在 2013年 之前 增加 1400 名 新 员工 ， 那 将,shi,育碧 蒙特利尔 成为 全世界 最 大 的 游戏 开发 工作室 。,那,0,育碧 蒙特利尔,0,physical,INTR,CHS
tencent.com,而 左右 切 歌 利用 手势 和 动画 ， 减少 外置 切换 icon 的 同时 ，,shi,操作 便捷 ， 大大 减少 以往 需 进入 播放 页切歌 的 时间 。,左右 切 歌 利用 手势 和 动画 ， 减少 外置 切换 icon,0,操作,0,physical,INTR,CHS
yeewe.com,基础 货币 ， 也 称 货币 基数 ( MonetaryBase ) 、 强力 货币 、 始 初 货币 ， 因其 具有,shi,货币 供给 总量 成倍 放大 或 收缩 的 能力 ， 又 被 称为 高能 货币 ( High-poweredMoney ) ， 它 是 中心 银行 发行 的 债务 凭证 ， 表现 为 商业 银行 的 存款 预备金 （ R ） 和 公众 持有 的 通货 （ C ） 。,其,0,货币 供给 总量,0,physical,INTR,CHS
yeewe.com,一般来说 ， 中心 银行 的 这 一 债权 增加 ， 意味 着 中心 银行 对 商业 银行 再 贴现 或 再贷款 资产 增加 ， 同时 也 说明 通过 商业 银行 注入 流通 的 基础 货币 增加 ， 这 必然 引起 商业 银行 超额 预备金 增加 ，,shi,货币 供给量 得以 多 倍 扩张 。,商业 银行 超额 预备金 增加,0,货币 供给量,0,physical,INTR,CHS
yeewe.com,相反 ， 假如 中心 银行 对 金融 机构 的 债权 减少 ， 就 会,shi,货币 供给量 大幅 收缩 。,中心 银行 对 金融 机构 的 债权 减少,0,货币 供给量,0,physical,INTR,CHS
artxun.com,钱 背 ： 穿 右 一 星 纹 背景 ： 唐肃宗 李亨 乾元 元年 （ 公元 759年 ） 开始 铸 虚 值钱 ， 据 “ 新唐书 ” 食货 志 记载 ： “ 肃宗 乾元 元年 ， 经费 不 给 ，,shi,五 弟 琦铸 “ 乾元 重 宝 ” ， 第二 年 又 铸 “ 乾元 重 宝 ” 小钱 ， 当 五十 的 重 轮 大 钱 。,,,,,physical,,
weixinyidu.com,丛书 致力于 为我 国 新型 智库 建设 提供 实时 信息 ， 同时 ， 也 打开 了 我们 看 世界 的 窗子 ，,shi,我们 对 国际 格局 和 国际 舆论 有 更 全面 、 深入 的 了解 。,丛书,0,我们,1,affective,INTR,CHS
spays.cn,往往 需要 使用 一些 保花保果 的 化学 激素 ， 为了 早熟 高产 ， 还 可能 使用 一些 催熟 和 膨大 的 激素 ， 这些 都会 导致 产品 品质 风味 严重 下降 ； 因为 要 进行 长途运输 或者 为了 能 早点 上市 卖个 好 价钱 ， 许多 农民 会 提早 采摘 ，,shi,一些 瓜果 含糖量 、 维生素 、 氨基酸 达 不 到 预期 指标 。,许多 农民 会 提早 采摘,0,一些 瓜果 含糖量 、 维生素 、 氨基酸,0,physical,TR,CHS
fysjxhg.com,部分 企业 已经 开始 推行 现代化 、 信息化 、 电子 商务 等 管理 系统 ，,shi,企业 内部 管理 更 上 一 个 新 台阶 。,推行 现代化 、 信息化 、 电子 商务 等 管理 系统,0,企业 内部 管理,0,physical,INTR,CHS
58che.com,售价 区间 ： 7.80-9.18万百 公里 油耗 ： 6.3L 作为 目前 长城 所 生产 尺寸 最 大 的 轿车 产品 ， 腾翼 C50 以 领先 同级 的 2700 mm 轴距 ， 提出 “ 全尺寸 ” 家轿 概念 ， 满足 家用 对空 间的 需求 ， 1.5T 的 涡轮 增压 动力 ， 也,shi,腾翼 C 50 成为 此 价位 此 级别 唯一 的 车型 .,1.5T 的 涡轮 增压 动力,0,腾翼 C 50,0,physical,INTR,CHS
58che.com,<s> ■ 长城 腾翼 C 50 售价 区间 ： 7.80-9.18万 作为 目前 长城 所 生产 尺寸 最 大 的 轿车 产品 ， 腾翼 C50 以 领先 同级 的 2700 mm 轴距 ， 提出 “ 全尺寸 ” 家轿 概念 ， 满足 家用 对空 间的 需求 ， 1.5T 的 涡轮 增压 动力 ， 也,shi,腾翼 C 50 成为 此 价位 此 级别 唯一 的 车型 。,,,,,physical,,
fblife.com,2014年 ， 国道 318 线 最后 辉煌 的 一 年 ， 明年 318 线路 将有 巨大 改变 ， 新 修建 的 隧道 和 公路,shi,许多 天险 都 逐渐 远离 ， 曾经 的 许多 风景 将 不复 存在 。,新 修建 的 隧道 和 公路,0,许多 天险,0,physical,INTR,CHS
fblife.com,冰 与 雪 的 覆盖,shi,路况 很 难看 清楚 ， 厚厚 的 积雪 下 隐藏 着 许多 未知 的 危险 ， 为了 自身 的 安全 ， 还是 要 时刻 保持 警惕 。,冰 与 雪 的 覆盖,0,路况,0,physical,INTR,CHS
srxww.com,特别 值得 一 提 的 是 ， 沪昆 高铁 于 去年 12月 10日 已 正式 通车 ， 合 福 高铁 也 将 在 今年 6月 通车 ， 通过 联络线 将 两 条 东西 向 和 南北向 的 新建 铁路 串 起来 ， 形成 枢纽 ，,shi,上饶 成为 世界 第三 、 中国 首 个 骑 跨 式 高铁 交会 城市 。,形成 枢纽,0,上饶,0,physical,INTR,CHS
srxww.com,一 、 引导 居民 提高 文明 素质 ，,shi,人人 都 是 城市 形象 宣传者 。,,,,,physical,,
srxww.com,希望 通过 开展 一 系列 活动 ， 引导 居民 文明 出行 、 文明 待客 、 文明 诚信 从事 经营 ，,shi,人人 、 时时 、 处处 都 展现 文明 的 风采 。,一 系列 活动,0,人人 、 时时 、 处处,0,physical,TR,CHS
srxww.com,二 、 发动 居民 自觉 参与 创卫 ，,shi,人人 都 是 环境 卫生 维护者 。,,,,,physical,,
srxww.com,三 、 号召 居民 支持 城市 建设 ，,shi,人人 都 是 城市 建设 参与者 。,,,,,physical,,
srxww.com,在 下一步 城市 建设 方面 ， 设法 做好 居民 工作 ， 争取 居民 支持 ， 让 居民 认识 到 城市 建设 将 带来 优美 生活 环境 、 配套 基础 设施 ， 增强 市民 的 归属感 、 认同感 ，,shi,之 成为 旅游 城市 建设 的 参与者 、 分享 者 。,市民 的 归属感 、 认同感,0,之,0,physical,INTR,CHS
zhuceshenzhengongsi.com,其 多 是 先以 超低 价格 吸引 投资人 ， 再 在 后续 流程 中 二 次 或 多次 收费 ，,shi,"投资人 的 实际 花费 远远 超出 预期 ； 当 加价 要求 得不 到 满足 时 "" 黑 代理 "" 就 强行 扣留 相关 证照 资料 逼迫 投资人 就范 ， 甚至 利用 扣留 的 证照 资料 从事 违法 活动 。 ",在 后续 流程 中 二 次 或 多次 收费,0,投资人 的 实际 花费,0,physical,INTR,CHS
zhuceshenzhengongsi.com," "" 黑 代理 "" 没有 代理 资格 ， 无法 直接 到 工商局 窗口 递交 材料 ， 所以 往往 会 要求 投资人 亲自 到 窗口 办理 有关 手续 他们 只是 跟随 陪同 ，",shi,投资人 花 了 钱 却 得 不 到 应有 服务 。,""" 黑 代理 """,0,投资人,0,physical,TR,CHS
boxun.com,快 堆 全称 是 快中子 增殖堆 ， 其 反应 过程 裂变 产生 的 快中子 不 会 被 减速 ， 可将 铀 238 转化 为 钚 ， 实现 裂变 材料 增殖 ， 可使 铀 资源 的 利用率 提高 50 - 60 倍 ， 还 可以 通过 次 锕系元素 嬗变 ，,shi,长期 放射性 毒性 降低 两 个 数量级 以上 。,次 锕系元素 嬗变,0,长期 放射性 毒性,0,physical,INTR,CHS
zhizhuyx.com,活动二 ： 好运 连连 活动 时间 ： 5月 30日 ~ 6月 8日 活动 规则 ： 1 、 通关 不 归 山密道 1 开启 2 、 通过 两 条 引线 调换 位置,shi,其 连接 在一起 ， 让 火花 顺利 的 从 左下角 烧到 右上角 引燃 爆竹 ， 则 游戏 成功 3 、 如果 引线 烧完 还 未 成功 连接 下 一 条 引线 ， 则 引线 熄灭 游戏 失败4 、 每 局 都 统计 烧到 终点 的 耗时 ， 取 最 短 的,,,,,physical,,
eastday.com,法国 大 革命 时期 法国 大 革命,shi,音乐 的 社会性 起了 根本 变化 。,法国 大 革命,0,音乐 的 社会性,0,physical,INTR,CHS
eastday.com,他 运用 了 富于 色彩 的 管弦乐 手法 （ 如 采用 了 竖琴 ） ， 在 旋律 上 使用 了 苏格兰 的 音乐 语言 ， 从而,shi,这 部 歌剧 面目 一 新 。,他,1,这 部 歌剧,0,volitional,INTR,CHS
